@relation 'emploiFinal3 (1)'

@attribute ville {Casablanca,Rabat,'Meknès ',Salé,'Marrakech ',Benguerir,'Kenitra ',Agadir,'Fès ','Mohammedia ','Skhirat ',' Safi ','Tanger ','Sala al jadida',' Berrechid ','Oujda ','El Jadida ',Laayoune,'Tout le Maroc','AL HOCEIMA ','Bouskoura ','Errachidia ',' Ain Harrouda ',Guerssif}
@attribute entreprise {Leyton,'Sitel Group','Attijariwafa bank','Sofrecom Services Maroc',Omnishore,'Lydec et SUEZ','Deloitte Nearshore','ORH Assessment','Hit Radio',Richbond,Atos,'Webhelp Maroc',OBS,Umanis,Majorel,'Maroc Climate and Security (MCS) - Carrier','ARIA Tech','Université Mohammed VI Polytechnique',Msin,CDG,'ALTEN Maroc',Crouzet,Stellantis,Unifitel,'TNC  The Next Clic ','Label\'Vie - Carrefour Market','Excel Management Conseil','AXA Rabat (Axa Services)','La Brigade de Casa','Intelcia ITS','SQLI Maroc','INTM Mediterranée',Aria,'Manpower Agences',Altados,'Al Hoceinia','Adria Business & Technology','Fondation Marocaine pour la Promotion de l\'enseignement préScolaire',Opus.RH,Cnexia,Coficab,'DXC Technology Maroc','Epil Tech Maroc',Eumatech,Welink,Accytime,'AXA Group Operations Maroc','CGI Technologies et Solutions Maroc','HP SEARCH','Reactive Executive',Imacab,'Perenity Software',S3M,Ecolys,Madaef,'BMCI Groupe BNP Paribas','Oceane Consulting','Atlas Pharm','Eca Assurances','Meski Invest - Riva Industries','Leet initiative',Ventec,Preci,Novec,'Isossell Groupe','Econocom Maroc','Comdata Group','LCI Education','Université Internationale de Rabat',Coface,'HPS Maroc',Neosys,'Atlas On Line',Involys,Comicom,Maymana,'SMBL Food',Eqdom,TeamDEV,'Royale Marocaine d\'Assurance',Finéa,'TP-Link Morocco','APM Terminals','Alter Ipso','GO RH Maroc','La Marocaine vie',Mubawab.ma,'McDonald\'s Maroc','Winpa Phone','Bank Of Africa','Safran Nacelles','Foods and Goods',OCBM,'EnerGetic Link','O&D Services','Disty technologies','Auto Nejma Maroc S.A.','Aptiv Maroc  (ex Delphi)',CRIT,'Groupe ODM','CAC (Centrale Automobile Chérifienne)','Air Arabia','Ratp dev Casablanca','Société des Boissons du Maroc','Société Marocaine des Tabacs','Annour Technologies','AKKA Technologies','Sogea Maroc','ATOZMA Services','Consort Maroc','Groupe Adaming',FGT,'Digital Virgo',OFPPT,'Fonds d\'Equipement Communal (FEC)','Groupe Renault','Safran Engineering Services Maroc','Générale routière','Groupe Assu 2000',Karinvest,Alumetaux,'Rifl Biometrics','Fondation Arrawaj','Société de Développement Local Nouaceur Développement','A.LAZRAK Immobilier','KLK Khayatey Living','Pharma Pilot',Dekra}
@attribute secteur_act {' Aéronautique / Spatial',' Informatique',' Centre d\'appel',' Banque / Finance',' BTP / Génie Civil',' Autres services',' Audiovisuel',' Agence pub / Marketing Direct',' Conseil / Etudes',' Comptabilité / Audit',' Telecom',' Electro-mécanique / Mécanique',' Autres Industries',' Automobile / Motos / Cycles',' Offshoring / Nearshoring',' Distribution',' Assurance / Courtage',' Internet / Multimédia',' Recrutement / Intérim',' Cosmétique / Parfumerie / Luxe',' Energie',' Agriculture / Environnement',' Agroalimentaire',' Immobilier / Promoteur / Agence',' Enseignement / Formation',' Transport / Messagerie / Logistique',' Pharmacie / Santé',' Juridique / Cabinet d’avocats',' Métallurgie / Sidérurgie'}
@attribute fonction {' Méthodes / Process / Industrialisation',' Gestion projet / Etudes / R&D',' Administration des ventes / SAV',' Banque',' Call Centers',' Informatique / Electronique',' Communication / Publicité / RP',' Télécoms / Réseaux',' Informatique / Electronique / Multimédia / Internet',' RH / Personnel / Formation',' Avocat / Juriste / Fiscaliste',' Gestion / Comptabilité / Finance',' Logistique / Transport',' Audit / Conseil',' Commercial / Vente / Export',' Achats / Supply Chain',' Marketing',' Assurance',' Immobilier / Promotion',' Journalisme / Traduction',' Distribution',' Production / Qualité / Sécurité / Maintenance',' Assistanat de Direction / Services Généraux',' Travaux / Chantiers / BTP',' Agriculture',' Caméraman / Monteur / Preneur de son',' Environnement',' Enseignement',' Santé / Social',' Multimédia / Internet',' Hôtellerie / Restauration',' Médical / Paramédical'}
@attribute experience {' De 1 à 3 ans',' Moins de 1 an',' De 5 à 10 ans',' De 10 à 20 ans',' De 3 à 5 ans',' Débutant'}
@attribute niv_etude {' Bac +4',' Bac +5 et plus',' Bac',' Bac +2',' Bac +3',' Qualification avant Bac',' Autodidacte',' Bac +1'}
@attribute contrat {' CDI',' Stage',' Autre',' CDD',' Freelance'}
@attribute titre {'Ingénieur ','Conseiller Technique ','Conseiller Client',Analyste,Responsable,'Chef de Projet ','Operations Manager ','Ingénieur Java J2EE','Architecte IT','Team Lead ',Auditeur,'Chargé de Communication ',Stagiaire,'Infographiste ','Développeur ','Ingénieur infrastructure',Consultant,'Ingénieur Support Applicatif',Technicien,'Tech Lead','Responsable RH ','Téléconseiller ','Ingénieur Etude et Développement','Administrateur IT','Conseiller Commercial ',Commercial,'Juriste ','Conseiller en Assurance',Comptable,'Ingénieur Testeur','Chargé Administratif',Coordinateur,'Gestionnaire ',Assistant,'Chef de projet IT ',Acheteur,'Expert Technique ','Ingénieur Informatique ',Manager,'Formateur ','Ingénieur DevOps ','Ingénieur Réseau et Sécurité','Concepteur Développeur ','Contrôleur de Gestion','Scrum Master ','Référent technique ','Consultant IT',Journaliste,'Chargé de Développement','Chargé de Sécurité ','Opérateur Agricole ','Responsable régional ','Directeur ','Responsable Commercial','Chargé de Recouvrement','Chargés d\'Etudes','Responsable Marketing ',Cadre,'Responsable IT ','Chargé d\'Affaires ','Responsable Administratif ','Animateur ','Community Manager ','Infirmier ','Chef d\'équipe ','Administrateur des ventes','Contrôleur ','Chargé de Mission ','Chargé d\'Approvisionnement','Chef de Service ','Expert UX/UI ','Responsable maintenance ','Ingénieur Système','Business Process Owner ','Professeur ','Délégué médical','Responsable Achats ','Chargé des Relations Entreprises','Agent de facturation ','Hôtesse d\'Accueil ','Enseignant de sport polyvalent ','Dessinateur industriel ','Chef Atelier'}

@data
Casablanca,Karinvest,' Immobilier / Promoteur / Agence',' Assistanat de Direction / Services Généraux',' De 5 à 10 ans',' Bac +2',' CDI',Assistant
Rabat,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Conseiller Client'
'El Jadida ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +2',' CDI','Dessinateur industriel '
'El Jadida ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Production / Qualité / Sécurité / Maintenance',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Responsable maintenance '
'El Jadida ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Production / Qualité / Sécurité / Maintenance',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Directeur '
Casablanca,Altados,' Informatique',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur infrastructure'
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +4',' CDI','Architecte IT'
Casablanca,'Manpower Agences',' Distribution',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +4',' CDI','Operations Manager '
Casablanca,Atos,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Administrateur IT'
Casablanca,'Manpower Agences',' Aéronautique / Spatial',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Manpower Agences',' Distribution',' Informatique / Electronique',' De 3 à 5 ans',' Bac +3',' CDI','Développeur '
Salé,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Consultant IT'
Casablanca,'Auto Nejma Maroc S.A.',' Automobile / Motos / Cycles',' Administration des ventes / SAV',' De 1 à 3 ans',' Bac +2',' CDI','Hôtesse d\'Accueil '
Casablanca,'Sitel Group',' Centre d\'appel',' Call Centers',' Moins de 1 an',' Bac',' CDI','Conseiller Client'
Rabat,OBS,' Informatique',' Télécoms / Réseaux',' Débutant',' Bac +5 et plus',' CDI',Stagiaire
'Tanger ','APM Terminals',' Transport / Messagerie / Logistique',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Expert Technique '
Casablanca,'Lydec et SUEZ',' Energie',' Environnement',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chef de Service '
'Marrakech ',Alumetaux,' Distribution',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +2',' CDI',Commercial
Casablanca,'AKKA Technologies',' Informatique',' Informatique / Electronique',' Débutant',' Bac +5 et plus',' Stage',Stagiaire
Casablanca,'Rifl Biometrics',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Rabat,'Fondation Arrawaj',' Conseil / Etudes',' Avocat / Juriste / Fiscaliste',' De 5 à 10 ans',' Bac +3',' CDI','Juriste '
Casablanca,'Manpower Agences',' Internet / Multimédia',' Marketing',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Community Manager '
Casablanca,'Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Meknès ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI',Commercial
'Meknès ','Meski Invest - Riva Industries',' Comptabilité / Audit',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +3',' CDI',Comptable
'AL HOCEIMA ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +4',' CDI',Commercial
'Tanger ','HP SEARCH',' Autres Industries',' RH / Personnel / Formation',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable RH '
Casablanca,'Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +3',' CDD','Responsable IT '
Casablanca,'Intelcia ITS',' Offshoring / Nearshoring',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Business Process Owner '
Rabat,CDG,' Banque / Finance',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Réseau et Sécurité'
'Tanger ','HP SEARCH',' Autres Industries',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable maintenance '
Casablanca,Atos,' Conseil / Etudes',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
Casablanca,Atos,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur Java J2EE'
Casablanca,Finéa,' Banque / Finance',' Télécoms / Réseaux',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Casablanca,'Manpower Agences',' Internet / Multimédia',' Marketing',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Community Manager '
'Bouskoura ','Société de Développement Local Nouaceur Développement',' BTP / Génie Civil',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Administratif '
'Tanger ','Manpower Agences',' Automobile / Motos / Cycles',' Production / Qualité / Sécurité / Maintenance',' Moins de 1 an',' Bac +2',' CDI','Dessinateur industriel '
'Tanger ','Manpower Agences',' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Intelcia ITS',' Offshoring / Nearshoring',' Call Centers',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de projet IT '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de projet IT '
Rabat,'Université Internationale de Rabat',' Electro-mécanique / Mécanique',' Méthodes / Process / Industrialisation',' De 1 à 3 ans',' Bac +3',' CDI',Technicien
Casablanca,'Eca Assurances',' Centre d\'appel',' Call Centers',' Moins de 1 an',' Bac +2',' CDI','Conseiller Commercial '
Casablanca,'Eca Assurances',' Centre d\'appel',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI','Chargé d\'Affaires '
Casablanca,'Eca Assurances',' Assurance / Courtage',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Rabat,'Fondation Arrawaj',' Banque / Finance',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
Rabat,'Université Internationale de Rabat',' Autres Industries',' Méthodes / Process / Industrialisation',' De 1 à 3 ans',' Bac +3',' CDI',Technicien
Casablanca,Majorel,' Offshoring / Nearshoring',' Logistique / Transport',' Débutant',' Bac +3',' Stage',Stagiaire
Rabat,'Université Internationale de Rabat',' Autres Industries',' Production / Qualité / Sécurité / Maintenance',' De 1 à 3 ans',' Bac +3',' CDI',Technicien
'Bouskoura ','Société de Développement Local Nouaceur Développement',' Autres services',' Assistanat de Direction / Services Généraux',' De 5 à 10 ans',' Bac +2',' CDI',Assistant
Salé,Novec,' BTP / Génie Civil',' Travaux / Chantiers / BTP',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' Freelance','Développeur '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Manpower Agences',' Aéronautique / Spatial',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Atos,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI','Tech Lead'
Casablanca,Atos,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Système'
Casablanca,Atos,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +4',' CDI','Ingénieur DevOps '
Agadir,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Conseiller Client'
'Tanger ','Groupe Assu 2000',' Assurance / Courtage',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
'Bouskoura ','Société de Développement Local Nouaceur Développement',' BTP / Génie Civil',' Gestion projet / Etudes / R&D',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Intelcia ITS',' Offshoring / Nearshoring',' Production / Qualité / Sécurité / Maintenance',' De 1 à 3 ans',' Bac +2',' CDI','Contrôleur '
Casablanca,'Disty technologies',' Distribution',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +3',' CDI',Responsable
Casablanca,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur Support Applicatif'
Casablanca,'Groupe Adaming',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Atos,' Informatique',' Informatique / Electronique',' Débutant',' Bac +5 et plus',' Autre','Développeur '
Casablanca,'A.LAZRAK Immobilier',' Immobilier / Promoteur / Agence',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Conseiller Commercial '
'Tanger ','Groupe Assu 2000',' Assurance / Courtage',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Deloitte Nearshore',' Comptabilité / Audit',' Audit / Conseil',' Débutant',' Bac +5 et plus',' CDI',Auditeur
Casablanca,'Manpower Agences',' Transport / Messagerie / Logistique',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI','Téléconseiller '
Casablanca,'Winpa Phone',' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac',' CDI','Téléconseiller '
Casablanca,'Deloitte Nearshore',' Autres services',' RH / Personnel / Formation',' Moins de 1 an',' Bac +5 et plus',' CDI','Formateur '
Casablanca,'Deloitte Nearshore',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Développeur '
'Mohammedia ',CDG,' BTP / Génie Civil',' Travaux / Chantiers / BTP',' De 1 à 3 ans',' Bac +2',' CDI',Technicien
Casablanca,'Groupe Adaming',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Formateur '
Casablanca,'Groupe Adaming',' Informatique',' Enseignement',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Formateur '
Casablanca,'Groupe Adaming',' Informatique',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
'El Jadida ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Production / Qualité / Sécurité / Maintenance',' De 10 à 20 ans',' Bac +2',' CDI','Chef Atelier'
'El Jadida ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Production / Qualité / Sécurité / Maintenance',' De 10 à 20 ans',' Bac +4',' CDI','Chef Atelier'
Rabat,'Université Internationale de Rabat',' Enseignement / Formation',' Enseignement',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Deloitte Nearshore',' Conseil / Etudes',' Informatique / Electronique / Multimédia / Internet',' Moins de 1 an',' Bac +3',' CDI',Analyste
Salé,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Tech Lead'
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Java J2EE'
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de projet IT '
'Fès ','CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Consultant
'Kenitra ',Stellantis,' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Contrôleur de Gestion'
Rabat,'Hit Radio',' Audiovisuel',' Journalisme / Traduction',' Débutant',' Bac +3',' Stage',Stagiaire
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance',Analyste
Casablanca,Leyton,' Recrutement / Intérim',' RH / Personnel / Formation',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Responsable RH '
'El Jadida ','ORH Assessment',' Autres Industries',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Service '
'Kenitra ','Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI',Commercial
Guerssif,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI',Commercial
Casablanca,Opus.RH,' Autres services',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Commercial'
Casablanca,'ORH Assessment',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Système'
Casablanca,'Deloitte Nearshore',' Informatique',' Informatique / Electronique',' Débutant',' Bac +5 et plus',' Stage',Stagiaire
Casablanca,'DXC Technology Maroc',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +4',' CDI','Administrateur IT'
'El Jadida ','ORH Assessment',' Energie',' Achats / Supply Chain',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Achats '
'Bouskoura ','Foods and Goods',' Distribution',' Logistique / Transport',' De 5 à 10 ans',' Bac +2',' CDI',Responsable
Casablanca,'Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de projet IT '
Casablanca,'Manpower Agences',' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +4',' CDI',Commercial
Casablanca,Leyton,' Conseil / Etudes',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Consultant
Guerssif,'Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +4',' CDI',Commercial
Casablanca,'KLK Khayatey Living',' Immobilier / Promoteur / Agence',' Avocat / Juriste / Fiscaliste',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Juriste '
Casablanca,'Manpower Agences',' Banque / Finance',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +3',' CDI','Conseiller Commercial '
Casablanca,'Manpower Agences',' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' Autre','Conseiller Client'
Casablanca,Ecolys,' Distribution',' Hôtellerie / Restauration',' De 10 à 20 ans',' Bac +3',' CDI','Operations Manager '
Casablanca,'Manpower Agences',' Banque / Finance',' Audit / Conseil',' De 5 à 10 ans',' Bac +4',' CDI',Auditeur
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur '
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Administrateur IT'
'Oujda ','SQLI Maroc',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Testeur'
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de projet IT '
Casablanca,'Manpower Agences',' Transport / Messagerie / Logistique',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI',Commercial
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI',Consultant
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +4',' CDI','Référent technique '
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Consultant
'Sala al jadida','DXC Technology Maroc',' Informatique',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +4',' CDI','Contrôleur de Gestion'
Casablanca,'AKKA Technologies',' Aéronautique / Spatial',' Production / Qualité / Sécurité / Maintenance',' De 1 à 3 ans',' Bac +2',' CDI',Technicien
Casablanca,'Deloitte Nearshore',' Autres Industries',' Audit / Conseil',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Auditeur
Casablanca,'Groupe Renault',' Automobile / Motos / Cycles',' Communication / Publicité / RP',' Débutant',' Bac +2',' Stage',Stagiaire
Casablanca,Majorel,' Offshoring / Nearshoring',' Logistique / Transport',' Débutant',' Bac +2',' Stage',Stagiaire
Casablanca,'Manpower Agences',' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +4',' CDI',Commercial
Casablanca,'Pharma Pilot',' Transport / Messagerie / Logistique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Analyste
Casablanca,'Manpower Agences',' Juridique / Cabinet d’avocats',' Avocat / Juriste / Fiscaliste',' De 1 à 3 ans',' Bac +3',' CDI',Assistant
Casablanca,'Manpower Agences',' Banque / Finance',' Banque',' De 3 à 5 ans',' Bac +3',' CDI',Cadre
Casablanca,'Manpower Agences',' Distribution',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +3',' Autre',Commercial
Casablanca,'Lydec et SUEZ',' Energie',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Responsable
Casablanca,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Java J2EE'
Casablanca,Atos,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI',Consultant
Casablanca,'ORH Assessment',' Assurance / Courtage',' Call Centers',' De 3 à 5 ans',' Bac +3',' CDI',Commercial
Salé,'DXC Technology Maroc',' Informatique',' RH / Personnel / Formation',' Débutant',' Bac +2',' Stage','Responsable RH '
Casablanca,Dekra,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Comicom,' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +3',' CDI',Comptable
'Tanger ','Manpower Agences',' Transport / Messagerie / Logistique',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Tanger ','Manpower Agences',' Transport / Messagerie / Logistique',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +3',' CDI','Chef Atelier'
Casablanca,'Sitel Group',' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
Casablanca,Altados,' Conseil / Etudes',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Consultant IT'
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Ingénieur Système'
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Team Lead '
'Oujda ','Intelcia ITS',' Centre d\'appel',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +3',' CDI','Team Lead '
Casablanca,'Intelcia ITS',' Centre d\'appel',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +3',' CDI','Team Lead '
Casablanca,Altados,' Informatique',' Télécoms / Réseaux',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Altados,' Conseil / Etudes',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Expert Technique '
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
'El Jadida ','Meski Invest - Riva Industries',' Automobile / Motos / Cycles',' Administration des ventes / SAV',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Directeur '
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de projet IT '
Rabat,'Atlas Pharm',' Pharmacie / Santé',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDD','Délégué médical'
'Marrakech ','ORH Assessment',' Autres services',' Assistanat de Direction / Services Généraux',' De 3 à 5 ans',' Bac +3',' CDI',Assistant
